airline_sentiment_Index,features,rawPrediction,probability,prediction
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[74,205,228,300,322,490,508,560,821,948,981],""values"":[1,1,1,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7698404828903274,-0.31868330726161775,-0.4511571756287093]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6128769262003207,0.20636374264714094,0.18075933115253828]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[89,240,250,330,349,477,778,823,858,943,944],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.25021589145729367,-0.8648979690120454,1.115113860469339]}","{""vectorType"":""dense"",""length"":3,""values"":[0.18322309363806852,0.09908939512143944,0.717687511240492]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[228,252,258,401,409,465,527,560,782,817,885,961],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9911292086961432,-0.36412831045962635,-0.6270008982365167]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6867424507767926,0.17709774522852842,0.1361598039946789]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[61,111,199,235,252,267,336,372,531,560,616,630,862],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4716614951315927,-1.0574754203236667,-0.4141860748079257]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8120651899329796,0.06474417302592904,0.12319063704109141]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,131,133,261,299,372,373,483,660,687,736,750,784,849,887],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.172263837460023,-0.40371370839418885,1.5759775458542116]}","{""vectorType"":""dense"",""length"":3,""values"":[0.05327144241176693,0.11488717122908781,0.8318413863591453]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,40,47,207,238,320,430,490,558,560,683,692,715,775,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.018611301632998,0.5015603524689376,-2.520171654101935]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8129788919971729,0.17833328673763885,0.008687821265188309]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[152,297,455,585,714,806,807,880,953],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.06646804193789374,0.6640019793692181,-0.597533937431324]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2729232255320369,0.5666039460354555,0.16047282843250762]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,65,246,278,305,330,649,728,832,944,963,975],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8298554762034858,-0.6456209830081924,-0.18423449319529328]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6283766895469504,0.1436907400502615,0.2279325704027882]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[422,436,553,560],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3239775271033513,0.05720465660118301,-0.38118218370453427]}","{""vectorType"":""dense"",""length"":3,""values"":[0.442502024922947,0.3388888474655411,0.2186091276115118]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[99,144,330,372,430,437,477,537,545,716,939],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.828950446242116,-0.2658727655063686,-0.5630776807357469]}","{""vectorType"":""dense"",""length"":3,""values"":[0.631644339824654,0.21134740961271978,0.1570082505626263]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,310,575,751,752,777,945,976],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3956343014382631,0.30922167650615945,-0.7048559779444221]}","{""vectorType"":""dense"",""length"":3,""values"":[0.44445953415469386,0.4076652569929735,0.14787520885233277]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[230,330,600,691,886],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.593209479183493,0.09787293435178951,-0.6910824135352825]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5301630023567797,0.32306319881417,0.14677379882905037]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,48,379,385,406,461,487,560,776,982],""values"":[1,1,1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2819457837229227,-0.9229466939629362,-0.3589990897599865]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7668363389307864,0.08455320005668132,0.14861046101253217]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,47,80,93,97,126,212,317,330,355,406,413,468,548,627,685,697,740,853,917],""values"":[2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0966263451030147,-1.4822835834096773,0.3856572383066626]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6381520665437337,0.04840807677157352,0.31343985668469265]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[37,40,47,53,182,320,426,460,560,671,673,869,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5726443227031928,-0.8636683433903586,-0.7089759793128345]}","{""vectorType"":""dense"",""length"":3,""values"":[0.840617673915886,0.07353961801520367,0.08584270806891028]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[47,56,79,128,146,240,320,357,430,474,560,813,909],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7637594982162261,0.18850860459115065,-0.9522681028073774]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5739399383624492,0.3228777795796967,0.10318228205785414]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,29,240,256,457,464,560,594,687,822,896],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.8831830435689805,-1.1018074141154286,1.984990457684409]}","{""vectorType"":""dense"",""length"":3,""values"":[0.05152393067625638,0.041405842850237864,0.9070702264735058]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,132,341,433,493,560,630,698,870,964,989],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3803491851699132,0.21362986536730022,-1.5939790505372131]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7339618875809802,0.22854606403937022,0.03749204837964968]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[35,132,179,372,480,660,736,804,992],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1994053352731937,0.3346703372405421,-1.5340756725137363]}","{""vectorType"":""dense"",""length"":3,""values"":[0.672876961072032,0.2833909784035038,0.043732060524464246]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[0,15,149,426,512,536,585,736,804,862,989],""values"":[1,1,1,1,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6191565401620516,0.52330406308595,-1.1424606032480022]}","{""vectorType"":""dense"",""length"":3,""values"":[0.48068489999541764,0.43674936050383645,0.08256573950074597]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[560,979],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6482260244545455,0.14167366417749516,-0.7898996886320403]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5434954844077949,0.3274937719318107,0.12901074366039444]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[24,47,80,152,392,472,736,806,838,869,877,916,942,982,985,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.4045485386550358,-0.3244812192786588,-1.0800673193763777]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7931383559368508,0.1407475584323435,0.06611408563080576]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[78,158,330,433,462,506,515,661,702,993],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0693532916934225,0.463988476640982,-1.5333417683344044]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6173034136752754,0.33697065329246656,0.04572593303225812]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[142,152,172,223,234,246,404,481,506,684],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.40579895927709086,1.6268214872794613,-1.2210225280023705]}","{""vectorType"":""dense"",""length"":3,""values"":[0.11017334973518099,0.8410704944150842,0.04875615584973487]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[124,206,287,320,445,465,560,858,939,945],""values"":[1,2,2,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.139632974611986,-0.7952526647263468,-1.3443803098856388]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9226617403857825,0.0490272884157473,0.02831097119847018]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,117,177,348,367,422,503,560,699,702,753],""values"":[2,2,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4104214887360795,0.9963956278298459,-1.4068171165659251]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3379275490643966,0.6071680825440352,0.05490436839156823]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[14,25,152,252,262,281,282,304,332,343,364,413,447,532,586,681,736,892,951,960],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.2525017309947715,-0.4940526948324967,-1.7584490361622735]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9239883974596261,0.05927247831270586,0.01673912422766797]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,16,24,25,61,146,252,268,320,413,440,520,741,884,979,993],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.3263598765057796,-1.275526885536122,-1.0508329909696572]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9421382208784211,0.025694198652759886,0.03216758046881885]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[291,330,415,494,674,803,807,839,952,966,968,994],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6069132102518018,0.08556222425948906,-0.6924754345112913]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5357861310785524,0.31810581731210813,0.14610805160933948]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[44,47,117,238,261,402,450,736,828,886,964],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6470857765326492,0.061686931090757735,-1.708772707623407]}","{""vectorType"":""dense"",""length"":3,""values"":[0.806617177065514,0.16524848857780805,0.02813433435667788]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[6,66,88,127,161,251,310,323,393,560,710],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0460050657710291,-1.3749159268276383,0.3289108610566089]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6341120014652535,0.056334357394979294,0.30955364113976724]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,20,22,372,458,660,736,740,783,871,960],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3001005927668996,0.21090785004910112,-1.5110084428160016]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7160111598075015,0.24092917495499308,0.043059665237505575]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,96,128,245,297,304,433,661,680,785,920,968,993,999],""values"":[1,1,1,1,1,1,1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5720792544555546,0.5274190872418756,-1.09949834169743]}","{""vectorType"":""dense"",""length"":3,""values"":[0.46635858496907034,0.445989168853692,0.08765224617723781]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[69,736],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7156593261881747,0.10180794433837434,-0.8174672705265493]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5691124635665252,0.3080390879978926,0.12284844843558215]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[2,10,29,207,240,294,331,479,516,519,520,601,806,850,883,927],""values"":[1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9229418373164779,0.6335677275485575,-1.5565095648650358]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5456962716660331,0.40858028544919345,0.045723442884773376]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[133,330,335,370,426,538,576,694,766,920],""values"":[1,1,1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.14157545906000024,0.18115163320755887,-0.32272709226755947]}","{""vectorType"":""dense"",""length"":3,""values"":[0.37468015028921625,0.38980589246733605,0.23551395724344767]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[168,200,371,372,385,507,545,736,822,919],""values"":[1,1,1,1,1,1,1,1,2,2]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.17727423335882916,-1.4706044651001489,1.6478786984589775]}","{""vectorType"":""dense"",""length"":3,""values"":[0.13372381956889215,0.03668787772711162,0.8295883027039961]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,107,301,462,560,642,684,712,783,791,821,850,882],""values"":[1,1,1,1,1,1,1,1,3,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.022944612738357,-0.5657227152413519,-1.4572218974970046]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9042226029136184,0.06792527774239562,0.027852119343986025]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,157,168,372,387,394,463,505,537,627,711,736,791,840,960,962],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.771489906941312,-0.4368423083295191,-1.3346475986117927]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8660578205504593,0.09516568816937136,0.03877649128016919]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,241,330,403,424,594,847,879],""values"":[2,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9997198333970672,-0.4846860369223843,-0.5150337964746825]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6913242206917654,0.15667961451464169,0.1519961647935931]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,347,426,520,611,640,663],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8287813105647117,-0.09755224572582355,-0.7312290648388885]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6226119463891919,0.2465561827544281,0.13083187085638007]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,54,224,297,368,401,687,747,750,881],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.810495395772174,-1.022990628488118,2.8334860242602917]}","{""vectorType"":""dense"",""length"":3,""values"":[0.009332247093554447,0.020511395283287232,0.9701563576231582]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,48,297,426,941],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.0712581900592528,0.1312168794506828,-0.20247506950993566]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3543174794567429,0.3762117069114211,0.26947081363183606]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,112,317,323,344,390,395,510,536,684,751,802,855],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1964877323737038,-0.7714543567134339,-0.4250333756602697]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7477518592940573,0.10449394163484875,0.1477541990710939]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[23,150,244,294,302,650,675,736,748,777,808,892,928,936,996],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,2]}","{""vectorType"":""dense"",""length"":3,""values"":[3.1673335236102114,-0.5474315679140594,-2.6199019556961516]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9733045807553162,0.023710831624729936,0.002984587619953884]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,144,152,312,512,597,645,679,690,736,826],""values"":[1,1,2,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9909179186784907,0.29726628778425107,-1.288184206462742]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6241714417413204,0.31192832882601096,0.06390022943266871]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[20,24,29,72,115,255,597,660,736,748,819,838],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.565302135971667,-0.1424475827148961,-1.4228545532567716]}","{""vectorType"":""dense"",""length"":3,""values"":[0.811916684747777,0.1471787760152916,0.04090453923693139]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[146,560,958],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1713875750402702,-0.17678714422663788,0.0053995691863675255]}","{""vectorType"":""dense"",""length"":3,""values"":[0.39169114784416875,0.27652436096130967,0.33178449119452164]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[121,297,372,430,436,445,451,454,559],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6121323477797418,-0.41413378170386816,-0.19799856607587296]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5545873993792164,0.19873221857520398,0.24668038204557965]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[144,360,387,394,415,433,536,560,566,591,594,640,712,932,980,995],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.086564946350833,-0.829118634079779,-1.2574463122710535]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9178841672239214,0.04971902331445874,0.03239680946161978]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,12,42,95,133,211,317,330,453,534,585,783,822,901,937,940],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.17720708158318305,-0.5235575429740662,0.34635046139088327]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3730653283089393,0.18511716013749227,0.4418175115535684]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,658,801],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.6809519379342772,0.5344656908087602,0.1464862471255169]}","{""vectorType"":""dense"",""length"":3,""values"":[0.15016924619944166,0.5063259312228918,0.3435048225776664]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[16,23,29,117,403,466,488,528,560,681,815,901,936],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8020351614573589,-0.09786653959238545,-1.7041686218649732]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8477493479538836,0.12680916401541875,0.025441488030697866]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,61,175,217,626,694,736],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8531713777006331,-0.5258424518989627,-0.32732892580167067]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6414566426606437,0.16153595746735533,0.197007399872001]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[32,150,157,344,386,436,520,527,560,662,792,855,870,876,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5946648534183447,-1.3361799419572074,-0.258484911461137]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8263816504404532,0.0440890705310047,0.12952927902854203]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,183,317,330,426,537,582,699,765,925,944],""values"":[1,1,1,1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5700652752234207,-0.6089863222620949,0.03892104703867444]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5275646857962758,0.1622632290842815,0.31017208511944283]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[47,86,173,382,520,538,609,758,762,777,806,891,914,979,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.140389887574381,0.28559391344412766,-1.4259838010185086]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6656976063616175,0.28316776998660736,0.051134623651775034]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[54,297,687],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.921589402880854,-0.2845126579637184,1.2061020608445723]}","{""vectorType"":""dense"",""length"":3,""values"":[0.08860214659735025,0.16754179293389057,0.7438560604687592]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[65,255,297,351,703,715,944],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.8243475816529597,-0.26642422649137687,1.090771808144337]}","{""vectorType"":""dense"",""length"":3,""values"":[0.10487908093952937,0.18322802796381413,0.7118928910966564]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[117,330,421,519,709],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.1449007917025762,0.6711420069517284,-0.526241215249152]}","{""vectorType"":""dense"",""length"":3,""values"":[0.25351896197627355,0.5733414394319096,0.17313959859181685]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,546,687,769,822],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-1.0560567954284965,-0.4461377870099187,1.5021945824384149]}","{""vectorType"":""dense"",""length"":3,""values"":[0.06347795901315807,0.11681736729192538,0.8197046736949165]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[198,295,330,331,426,438,517,520,623],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.29045914056526756,0.5486356656217622,-0.8390948061870298]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3820082224835502,0.49453536157206496,0.12345641594438504]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[81,156,330,568,594,688,709,779,846,958],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.33153107110811075,0.29998812089474913,0.03154295021336173]}","{""vectorType"":""dense"",""length"":3,""values"":[0.23157757132824056,0.4354735635314283,0.3329488651403312]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[6,32,116,171,173,256,330,342,485,562,637,770,944],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1407921531051196,0.4890823869886779,-0.6298745400937967]}","{""vectorType"":""dense"",""length"":3,""values"":[0.34730086759865586,0.4920014638314296,0.1606976685699145]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[94,297,300,687,769],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.8248301166527248,-0.21194190987373507,1.03677202652646]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1077610430472342,0.19890044401068685,0.6933385129420789]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[24,29,251,330,604,863,900],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.006518512279925115,-0.07171440912554344,0.0651958968456186]}","{""vectorType"":""dense"",""length"":3,""values"":[0.33498794138369814,0.30977976635860976,0.35523229225769204]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[20,330,353,449,524,537,543,563,687],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.025412046237098307,-0.9549383867516746,0.9295263405145759]}","{""vectorType"":""dense"",""length"":3,""values"":[0.2600832258420744,0.09757792076904802,0.6423388533888776]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[25,51,160,297,305,384,391,426,485,510,518,543,660,858,863,925,929],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.296637963434779,-0.08358037522196471,-2.2130575882128136]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9061810944600392,0.08384927408459192,0.009969631455368833]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[157,206,354,446,487,516,517,543,560,779,862,896,980],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2020953082692212,-0.46860612985069805,-0.7334891784185231]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7504944176380031,0.1411793086104894,0.10832627375150757]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[252,263,297,345,413,511,512,796,818,980],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9750227109001512,-1.0356063018333765,-0.9394164090667743]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9062115250020728,0.04464059904116639,0.04914787595676088]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[39,286,623,712,736,791,827],""values"":[1,1,1,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.531017282987826,-0.9968009130935337,-1.5342163698942926]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9555406953956818,0.028063201343130468,0.01639610326118785]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,70,86,114,159,204,221,297,325,684,911],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1335400608328754,-0.2164147227599591,-0.9171253380729165]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7205123538236293,0.1867942563780253,0.09269338979834518]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[80,119,182,297,300,366,403,413,437,445,472,619,837,863,877],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.0098722310395822,-1.244177398554386,-0.7656948324851955]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9083216145546084,0.03507711373074034,0.05660127171465131]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,330],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.04408139305442821,0.3867322384027339,-0.3426508453483056]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3048420301635368,0.46900214406380325,0.22615582577265986]}",1
